,2w1a_a,1gcw_a,1c01_a,1l6r_a,3p1a_a,6ldp_a,3r1a_a,2ocj_a,2r1a_a,3f1a_a,2u1a_a,1s7m_a,2x1a_a,1j3h_a,1g65_a,1n1d_a,1mbd_a,1y3a_a,3a1a_a,1b10_a,3l1a_a,3o1a_a,3k1a_a,2v1a_a,2c3a_a,3t1a_a,3d1a_a,2j1a_a,1e8x_a,2y1a_a,1g8a_a,1d7b_a,1qm0_a,2a2a_a,2n1a_a,3c1a_a,3w1a_a,2g1a_a,1jj2_b,1ag2_a,2z1a_a,3n1a_a,3i1a_a,1t8a_a,2l1a_a,3exj_a,1m4r_a,3s1a_a,1byq_a,1bz0_a,1i31_a,1dx0_a,4nfb_a,1b9v_a,1a3n_a,2h1a_a,1tup_c,3g1a_a,1v3a_a,1u2b_a,3m1a_a,3h1a_a,5fhx_a,1f2a_a,1csn_a,1out_a,1uw3_a,2f1a_a,1x2a_a,3j1a_a,1qg3_a,1w4a_a
3l1a_a,12.256558418273926,5.667278289794922,5.418160438537598,12.148652076721191,5.462266445159912,8.02752685546875,4.43282413482666,5.674830436706543,5.1307053565979,9.830178260803223,11.515182495117188,12.41632080078125,4.277432441711426,8.909768104553223,8.52138614654541,8.948687553405762,7.941235542297363,10.230024337768555,11.172659873962402,5.865871906280518,2.214715664194955e-07,5.2043375968933105,4.637843608856201,8.505217552185059,5.327507495880127,6.500932693481445,8.027636528015137,6.847222328186035,3.9143781661987305,13.033385276794434,4.632279872894287,9.619132041931152,11.193921089172363,6.921966552734375,6.1285786628723145,4.881740093231201,9.058978080749512,6.188453197479248,10.341352462768555,5.016824722290039,5.908304691314697,6.216664791107178,8.227926254272461,5.273613452911377,8.324460983276367,5.4348320960998535,6.928650856018066,10.52241039276123,10.434258460998535,3.1906497478485107,11.52664852142334,9.844223022460938,9.311002731323242,2.99539852142334,7.798496723175049,10.977899551391602,9.085261344909668,4.233503818511963,4.763812065124512,12.38703727722168,6.759349346160889,10.987728118896484,8.140480041503906,4.645825386047363,7.180072784423828,4.4040141105651855,4.348048210144043,4.451197624206543,6.3386712074279785,8.807144165039062,6.1778154373168945,5.0558857917785645
3o1a_a,6.359982490539551,9.047874450683594,3.6872875690460205,14.12459659576416,11.702311515808105,10.105388641357422,7.221357345581055,10.92651081085205,9.465690612792969,3.3794567584991455,7.93831205368042,13.269567489624023,6.215251922607422,12.163552284240723,8.555489540100098,4.271246910095215,3.5841119289398193,11.44440746307373,3.4362199306488037,7.417875289916992,5.204337120056152,4.6316012003444484e-07,7.345325469970703,5.533329010009766,6.597793102264404,7.145859718322754,4.334837913513184,9.999228477478027,4.21820068359375,4.933965682983398,6.254105567932129,10.334317207336426,6.344557762145996,4.112454414367676,10.057353973388672,13.503925323486328,10.160139083862305,11.313512802124023,6.101168155670166,5.082858085632324,5.596874237060547,10.91256332397461,8.19804859161377,4.875982284545898,6.134124279022217,8.214027404785156,6.105815410614014,5.146432399749756,4.022395610809326,8.342293739318848,5.6871209144592285,9.270243644714355,4.483945846557617,8.285863876342773,8.471447944641113,8.62982177734375,4.67774772644043,9.169944763183594,4.874699115753174,7.896028518676758,4.311993598937988,4.679333686828613,5.9219279289245605,12.356637001037598,4.766951084136963,5.693827152252197,8.76024341583252,6.918222904205322,10.692099571228027,9.175371170043945,6.524837493896484,7.599584579467773
3k1a_a,8.973644256591797,6.497460842132568,7.370346546173096,10.032242774963379,3.5510101318359375,5.022157669067383,4.399729251861572,6.051018714904785,9.5557861328125,3.803717851638794,5.319948673248291,11.615633964538574,4.381579875946045,11.558213233947754,4.244083404541016,8.105310440063477,8.415258407592773,11.541701316833496,7.65666389465332,6.40264368057251,4.637843608856201,7.345324993133545,2.619663064251654e-07,9.266488075256348,10.059664726257324,4.94931173324585,4.436740875244141,3.3672783374786377,9.426546096801758,8.525938987731934,3.654877185821533,7.893938064575195,7.145211696624756,3.734436511993408,7.7479987144470215,5.788094997406006,7.373209476470947,7.4296875,10.818424224853516,9.812054634094238,8.828283309936523,7.508411407470703,11.066787719726562,7.394875526428223,5.685164928436279,8.709328651428223,5.002641201019287,4.536324977874756,11.542255401611328,8.7603759765625,4.539905548095703,5.980147361755371,8.626605033874512,4.545563697814941,8.31505012512207,3.1599912643432617,7.335656642913818,6.932753562927246,10.425787925720215,4.320754528045654,8.33893871307373,7.683854579925537,9.336048126220703,10.950551986694336,8.589006423950195,3.9724810123443604,9.038153648376465,7.573790550231934,11.298450469970703,6.287216663360596,7.008337020874023,9.45906925201416
2v1a_a,6.204048156738281,8.788905143737793,7.435513019561768,11.00297737121582,12.98184871673584,3.607041358947754,6.135657787322998,6.949655055999756,4.75361442565918,6.859499931335449,13.426523208618164,12.729469299316406,10.721637725830078,9.7916898727417,9.047159194946289,10.410909652709961,8.242517471313477,3.831225633621216,12.044095993041992,3.5027384757995605,8.505217552185059,5.533329486846924,9.266488075256348,3.588674815091508e-07,4.436017990112305,9.348909378051758,6.854066371917725,6.031652450561523,12.277447700500488,10.057002067565918,6.420514106750488,6.267795562744141,10.227561950683594,6.101109981536865,10.404716491699219,12.157302856445312,9.861042022705078,8.383260726928711,4.267518997192383,8.551665306091309,4.312653541564941,3.33434796333313,4.811148643493652,6.141889572143555,5.412950038909912,5.081054210662842,5.413557529449463,9.570816993713379,6.776737689971924,4.388518333435059,12.412259101867676,6.811733245849609,9.094827651977539,6.662165641784668,6.105600357055664,7.871974468231201,12.891170501708984,6.552840709686279,6.272544860839844,11.647613525390625,7.13332462310791,10.244077682495117,7.366191387176514,3.7237958908081055,8.027749061584473,4.762005805969238,3.6232903003692627,8.287818908691406,4.624700546264648,3.7634804248809814,7.973304271697998,5.359659194946289
2c3a_a,7.819008827209473,9.989852905273438,9.82400131225586,10.84228229522705,14.568321228027344,15.693532943725586,8.419242858886719,6.3325982093811035,3.7099335193634033,6.706235408782959,14.706012725830078,9.273311614990234,14.064459800720215,10.243708610534668,10.806766510009766,12.249893188476562,8.739057540893555,4.410309314727783,14.131511688232422,3.439884662628174,5.327507495880127,6.5977935791015625,10.059664726257324,4.436017990112305,2.8398346785252215e-07,10.507206916809082,12.154409408569336,7.22545862197876,15.109480857849121,14.23365592956543,8.614361763000488,5.644686222076416,13.962957382202148,7.953769207000732,11.276670455932617,13.907063484191895,10.081133842468262,9.437897682189941,8.782130241394043,9.922971725463867,6.968742847442627,4.183769702911377,6.247434616088867,6.539164066314697,7.715950965881348,6.1018900871276855,6.389008045196533,9.780228614807129,9.596961975097656,6.018610000610352,15.889451026916504,8.78254508972168,12.279006004333496,8.371857643127441,6.33536958694458,10.367897987365723,5.816427707672119,8.850896835327148,8.498151779174805,14.956262588500977,8.445096015930176,12.106576919555664,8.18144416809082,5.676761150360107,9.271240234375,8.844861030578613,3.427830457687378,7.422691345214844,5.065098285675049,6.745421409606934,8.227657318115234,7.171306133270264
3t1a_a,11.268876075744629,9.079176902770996,4.756252765655518,6.9164347648620605,7.447540760040283,7.500112533569336,7.195837497711182,4.446619033813477,11.811344146728516,2.4049630165100098,7.743834972381592,10.176051139831543,4.966739654541016,3.903106451034546,9.443318367004395,3.5597877502441406,4.4069743156433105,13.760856628417969,7.917042255401611,8.203484535217285,6.500932693481445,7.145860195159912,4.94931173324585,9.348909378051758,10.507206916809082,3.0993876976026513e-07,10.28214168548584,4.39939022064209,7.8606414794921875,10.568902015686035,11.471772193908691,5.156315326690674,9.122535705566406,9.680493354797363,5.575084686279297,14.298999786376953,8.366413116455078,11.379107475280762,12.74010944366455,12.615860939025879,9.177329063415527,5.621057987213135,10.6397705078125,7.257514953613281,3.5288827419281006,8.231107711791992,5.526907444000244,7.374773025512695,12.111681938171387,6.6186370849609375,3.6136560440063477,4.826450824737549,8.597269058227539,5.089633464813232,7.934262752532959,9.830821990966797,5.650398254394531,8.255184173583984,5.631070613861084,4.578050136566162,4.956075191497803,4.22165584564209,4.298161029815674,13.45569896697998,6.806192398071289,4.252511978149414,4.491256237030029,5.501577377319336,7.495121002197266,8.35173511505127,5.040666580200195,9.918952941894531
3d1a_a,9.04762077331543,5.470032691955566,7.488557815551758,6.861506462097168,7.035667896270752,8.788336753845215,11.418889045715332,4.747682094573975,5.633479595184326,6.2929863929748535,6.203556537628174,4.920477390289307,11.548110008239746,4.650142192840576,6.0531768798828125,7.0551228523254395,2.601938486099243,8.890660285949707,4.550806045532227,4.970632553100586,8.027636528015137,4.334838390350342,4.436741352081299,6.854065895080566,12.154407501220703,10.282140731811523,5.110902634442027e-07,6.011228084564209,10.183429718017578,7.592963695526123,4.3755106925964355,12.147356033325195,8.761676788330078,5.7865166664123535,11.036848068237305,6.059666633605957,4.528608322143555,5.83841609954834,5.906886577606201,9.041951179504395,4.883029460906982,8.59960651397705,9.941743850708008,9.13674259185791,5.3545002937316895,7.765486717224121,4.564211368560791,9.829792022705078,8.996756553649902,3.2664382457733154,10.335307121276855,10.4242582321167,7.0013041496276855,3.2237846851348877,6.430525302886963,7.434327602386475,3.4849026203155518,6.444792747497559,5.9694437980651855,9.724431037902832,6.135146617889404,5.166322708129883,0.7508884072303772,5.045436859130859,5.302497863769531,8.148499488830566,9.31470012664795,11.849197387695312,9.399662017822266,4.0962395668029785,8.10662841796875,8.423644065856934
2j1a_a,3.4764392375946045,8.623119354248047,7.238414764404297,7.433042049407959,6.537915229797363,9.667311668395996,5.239169120788574,4.131227016448975,8.29951286315918,10.488855361938477,3.389148235321045,4.122474193572998,14.365565299987793,2.8906655311584473,9.31310749053955,8.058412551879883,5.778575897216797,8.952401161193848,7.789546966552734,7.5391459465026855,6.847222328186035,9.999229431152344,3.367278575897217,6.031651496887207,7.225458145141602,4.39939022064209,6.011228084564209,1.0505054603981989e-07,9.921114921569824,9.166877746582031,12.591862678527832,4.994255065917969,13.548354148864746,8.37442684173584,5.684569835662842,13.770105361938477,3.185774087905884,11.395830154418945,9.171416282653809,4.288296222686768,4.291610240936279,6.370378494262695,3.4496212005615234,5.338658809661865,9.845125198364258,5.364830017089844,4.738888263702393,4.806904315948486,6.471685886383057,4.4399094581604,13.483569145202637,12.225129127502441,9.386983871459961,7.7854766845703125,4.16303825378418,11.950201988220215,3.2374868392944336,6.328189373016357,6.260468006134033,14.694085121154785,4.901334285736084,11.074170112609863,6.258901596069336,3.6847589015960693,6.618823051452637,8.055597305297852,8.164862632751465,3.2353715896606445,3.2248902320861816,7.326015949249268,6.741460800170898,5.079208850860596
1e8x_a,4.612375259399414,7.9377875328063965,8.256022453308105,14.066603660583496,5.131892204284668,4.9150238037109375,3.7230114936828613,5.628651142120361,3.9437713623046875,9.477499008178711,5.394763946533203,12.419912338256836,3.670234441757202,13.364664077758789,9.017297744750977,7.643607139587402,8.20868968963623,7.244549751281738,7.115875244140625,12.982566833496094,3.9143784046173096,4.21820068359375,9.426546096801758,12.277446746826172,15.109480857849121,7.8606414794921875,10.183429718017578,9.921113967895508,1.9036197329569404e-07,6.799354553222656,2.788499116897583,8.086690902709961,7.002506732940674,5.560290336608887,8.067736625671387,14.510144233703613,11.697088241577148,11.08325481414795,4.746603965759277,5.602179050445557,6.7129106521606445,2.7745723724365234,7.869718074798584,11.914175987243652,7.137517929077148,7.337442874908447,9.010856628417969,8.488061904907227,10.411707878112793,9.508237838745117,3.8617067337036133,11.438573837280273,5.730615615844727,11.44272232055664,4.35275936126709,10.740156173706055,5.207159996032715,3.7385778427124023,10.491901397705078,5.147151947021484,6.528318881988525,7.252755165100098,6.403497695922852,7.259426116943359,9.965229034423828,3.7768101692199707,11.86662769317627,7.356903553009033,10.775006294250488,8.642026901245117,12.014230728149414,5.820593357086182
2y1a_a,5.254608631134033,7.9207611083984375,10.640989303588867,6.150791645050049,4.195086479187012,13.765981674194336,8.34412670135498,10.431378364562988,4.050379753112793,5.455714225769043,4.646533966064453,5.518701553344727,4.502304553985596,4.926665306091309,6.852930545806885,9.020781517028809,11.595575332641602,6.993008613586426,4.925042152404785,15.601081848144531,13.033385276794434,4.933965682983398,8.525938034057617,10.057002067565918,14.233656883239746,10.568902015686035,7.592963695526123,9.166877746582031,6.799354553222656,1.1397196431062184e-07,13.23655891418457,8.343693733215332,9.646159172058105,10.394210815429688,10.96009349822998,5.214866638183594,7.111701965332031,4.51595401763916,10.7824125289917,2.8752448558807373,10.096952438354492,4.074211120605469,7.14932107925415,11.191858291625977,5.753787040710449,8.69961166381836,11.441828727722168,11.274792671203613,11.242964744567871,8.368382453918457,5.6216020584106445,8.78744888305664,9.838519096374512,4.855854034423828,7.297211170196533,3.9148924350738525,6.108051776885986,5.502162456512451,7.6763787269592285,5.808419227600098,11.60539722442627,9.183615684509277,11.55345630645752,3.04707407951355,10.558239936828613,5.32674503326416,2.780776023864746,12.329440116882324,6.604369640350342,10.759407043457031,9.637067794799805,9.203577995300293
1g8a_a,6.1352081298828125,6.794374465942383,6.645556926727295,4.780099391937256,7.441318035125732,10.555585861206055,12.202250480651855,4.06662130355835,13.349133491516113,5.813500881195068,13.330353736877441,5.37106990814209,12.721755981445312,2.847288131713867,5.274127960205078,9.20145320892334,5.039331436157227,4.086994647979736,10.979833602905273,12.658186912536621,4.632279872894287,6.254106521606445,3.654876947402954,6.420514106750488,8.614361763000488,11.471771240234375,4.3755106925964355,12.591862678527832,2.788499355316162,13.23655891418457,3.149754377318459e-07,5.336282253265381,14.438807487487793,9.214727401733398,11.503915786743164,5.975399971008301,7.181732177734375,6.421302318572998,12.832630157470703,12.592097282409668,8.349952697753906,11.666906356811523,6.912346839904785,6.833828449249268,10.795454025268555,6.65619421005249,11.520309448242188,10.621095657348633,3.2495453357696533,7.466339588165283,12.21639347076416,9.640722274780273,14.315760612487793,9.812417984008789,5.524152755737305,4.305538654327393,11.726866722106934,5.138242244720459,7.542643070220947,12.2957763671875,7.5971574783325195,7.845267295837402,3.905104637145996,9.82237720489502,5.993292808532715,8.436076164245605,4.679409027099609,13.713984489440918,2.8589797019958496,8.411088943481445,9.656850814819336,9.40024185180664
1d7b_a,13.590417861938477,9.219134330749512,8.876672744750977,17.0672664642334,3.7687408924102783,8.841666221618652,6.506807327270508,6.511343955993652,15.95239543914795,7.133310317993164,7.0014238357543945,13.967452049255371,8.596440315246582,14.05612850189209,7.3778181076049805,7.62535285949707,7.301618576049805,14.68819522857666,8.427091598510742,1.9953465461730957,9.619132041931152,10.33431625366211,7.893939018249512,6.267795562744141,5.644686222076416,5.156314849853516,12.147356986999512,4.994255065917969,8.086690902709961,8.343693733215332,5.336281776428223,6.597025503651821e-08,3.7423715591430664,9.569794654846191,5.084527969360352,1.921747088432312,11.342166900634766,10.108229637145996,6.1119608879089355,15.88589859008789,13.803452491760254,5.639237880706787,14.00472640991211,7.816823959350586,9.935673713684082,8.758588790893555,6.426009654998779,7.831539154052734,9.82242202758789,5.552770137786865,9.749178886413574,4.809695720672607,6.912042140960693,7.722916603088379,6.016305923461914,9.49720287322998,11.39052677154541,8.952548027038574,4.8134894371032715,6.535467147827148,10.31027889251709,5.353094100952148,7.624356746673584,16.586910247802734,8.476412773132324,7.58064603805542,14.719182968139648,2.63346529006958,12.592718124389648,8.279841423034668,5.673253059387207,11.149527549743652
1qm0_a,6.466395854949951,7.165173053741455,9.429594039916992,9.918499946594238,6.1307053565979,16.22348403930664,4.852304458618164,9.010847091674805,5.214800834655762,10.952481269836426,4.088634014129639,13.743102073669434,9.086329460144043,6.690711498260498,7.021709442138672,12.434150695800781,12.369324684143066,3.5963497161865234,10.579837799072266,11.914546966552734,11.193920135498047,6.344557762145996,7.145211219787598,10.227561950683594,13.962957382202148,9.12253475189209,8.761676788330078,13.548354148864746,7.002506732940674,9.646159172058105,14.438806533813477,3.7423713207244873,1.5210866877168883e-07,9.866506576538086,7.662526607513428,7.875782012939453,13.965291976928711,4.181959629058838,5.015825271606445,5.499663352966309,10.02950382232666,9.354085922241211,4.723102569580078,12.169252395629883,5.767845630645752,5.281748294830322,13.328048706054688,14.88676929473877,5.928149223327637,5.795219898223877,9.930317878723145,5.981003284454346,5.156215190887451,7.51141357421875,5.382443904876709,4.874059677124023,6.130177021026611,5.977609634399414,9.952960014343262,5.9520087242126465,12.04445743560791,4.602090835571289,11.920291900634766,12.224257469177246,11.422565460205078,9.511407852172852,6.258816242218018,9.841499328613281,5.116909503936768,8.49837589263916,13.889217376708984,8.927922248840332
2a2a_a,5.939953327178955,5.728183746337891,6.787151336669922,8.676173210144043,9.644844055175781,10.478598594665527,8.639906883239746,9.267902374267578,9.763949394226074,9.705575942993164,10.44754409790039,6.987331867218018,8.302841186523438,7.184072017669678,2.960343599319458,3.5226240158081055,4.4844794273376465,7.918604373931885,9.792096138000488,8.541738510131836,6.921966552734375,4.112454891204834,3.734436273574829,6.101109981536865,7.953769207000732,9.680493354797363,5.7865166664123535,8.37442684173584,5.560290336608887,10.394210815429688,9.214727401733398,9.569794654846191,9.866506576538086,6.785020900679228e-07,9.564446449279785,7.935985565185547,5.252147674560547,6.322995662689209,11.167362213134766,9.653055191040039,4.8960862159729,10.163009643554688,7.733636379241943,4.230192184448242,9.514060020446777,6.62034273147583,7.598862648010254,7.648174285888672,6.506860256195068,6.3557610511779785,6.694430828094482,7.2545084953308105,9.042052268981934,9.188525199890137,7.938440322875977,6.006098747253418,9.871733665466309,6.533133506774902,6.799711227416992,6.949124813079834,3.8547985553741455,9.505288124084473,6.389286041259766,9.151671409606934,2.2006869316101074,6.927834987640381,7.377643585205078,11.00627326965332,8.363313674926758,6.621744155883789,5.998920917510986,5.655357360839844
2n1a_a,14.124412536621094,7.385861873626709,5.757628440856934,3.9963748455047607,6.743842124938965,5.50579309463501,9.355551719665527,3.630075693130493,10.45287799835205,3.3402557373046875,9.299765586853027,8.358530044555664,4.103697299957275,3.875864267349243,9.096137046813965,4.227643013000488,3.755542278289795,15.861810684204102,9.07487964630127,6.88350248336792,6.1285786628723145,10.057353973388672,7.747998237609863,10.404716491699219,11.276670455932617,5.575084209442139,11.036847114562988,5.684569835662842,8.067736625671387,10.96009349822998,11.503915786743164,5.084527969360352,7.662526607513428,9.564446449279785,0.0,16.00929069519043,6.877225399017334,13.698570251464844,13.37052059173584,14.420454978942871,9.408281326293945,3.1934814453125,11.536630630493164,7.602462291717529,4.318883895874023,9.04903793334961,8.092164993286133,8.867955207824707,13.331665992736816,4.894439220428467,4.737569332122803,2.45196795463562,9.486719131469727,4.341802597045898,9.063255310058594,10.955455780029297,6.6238813400268555,7.568694114685059,7.309533596038818,3.618504524230957,5.318389892578125,4.607787132263184,4.049875259399414,12.900663375854492,6.997241497039795,4.809206485748291,7.38504695892334,7.015102863311768,8.930774688720703,10.181896209716797,6.247937202453613,9.32990837097168
3c1a_a,6.250431537628174,10.391554832458496,11.711759567260742,2.469167947769165,13.34715461730957,14.484108924865723,12.965447425842285,10.468488693237305,2.832346200942993,5.705710411071777,15.79164981842041,5.374931335449219,17.040393829345703,3.3689630031585693,9.269140243530273,9.257685661315918,7.641383171081543,6.9798712730407715,8.016122817993164,2.188662528991699,4.881739616394043,13.503925323486328,5.788094997406006,12.157302856445312,13.907061576843262,14.298999786376953,6.059666156768799,13.770105361938477,14.510144233703613,5.214866638183594,5.975399971008301,1.921746850013733,7.875782012939453,7.935985565185547,16.00929069519043,1.0272510735376272e-06,7.932863235473633,7.338344573974609,5.212411880493164,10.48225212097168,7.843910217285156,9.996516227722168,9.767647743225098,12.219873428344727,8.837343215942383,9.843937873840332,6.313869953155518,13.09303092956543,12.33974838256836,10.893987655639648,12.652739524841309,10.025726318359375,6.4599690437316895,10.26589298248291,9.106829643249512,8.75516128540039,6.877099990844727,13.178655624389648,14.369284629821777,15.610878944396973,6.611416816711426,7.645633220672607,6.266178607940674,2.4272916316986084,10.271836280822754,12.865644454956055,10.019009590148926,15.59082317352295,10.161515235900879,6.288691997528076,12.068034172058105,10.730135917663574
3w1a_a,2.9124603271484375,8.121567726135254,8.52283000946045,13.619427680969238,2.739062786102295,9.75932502746582,3.38543438911438,7.019282817840576,8.888971328735352,9.528571128845215,5.6101393699646,8.37830924987793,14.455148696899414,7.671051025390625,10.533992767333984,4.54410457611084,4.082741737365723,4.0175957679748535,4.749469757080078,11.960137367248535,9.058978080749512,10.160139083862305,7.373209476470947,9.861042022705078,10.081133842468262,8.366413116455078,4.528608322143555,3.185774087905884,11.697088241577148,7.1117024421691895,7.181732177734375,11.342167854309082,13.965291976928711,5.252147674560547,6.877225875854492,7.932863235473633,2.620153054522234e-07,3.7256522178649902,6.576671123504639,8.64417839050293,7.484437465667725,10.216568946838379,5.466771125793457,6.57422399520874,5.806051731109619,6.480301380157471,5.808305263519287,6.31434965133667,12.134624481201172,7.001058101654053,11.536469459533691,14.143425941467285,12.830254554748535,5.209360599517822,5.255839824676514,11.888131141662598,5.039055347442627,4.960309982299805,8.6809663772583,15.03000545501709,8.992487907409668,8.099360466003418,4.589714527130127,11.414901733398438,4.730861186981201,10.303385734558105,14.34091854095459,6.722654819488525,7.824536323547363,5.40093469619751,4.373184680938721,5.832361698150635
2g1a_a,10.681746482849121,10.286125183105469,6.588813781738281,9.859034538269043,8.709959030151367,11.929097175598145,7.054213047027588,7.451521396636963,7.434083938598633,8.550588607788086,10.193111419677734,5.128345966339111,12.457521438598633,5.445345401763916,10.497980117797852,4.416952133178711,3.6311521530151367,7.0656890869140625,3.407918691635132,6.201230049133301,6.188453197479248,11.313511848449707,7.4296875,8.383260726928711,9.437896728515625,11.379107475280762,5.8384175300598145,11.395830154418945,11.08325481414795,4.51595401763916,6.421302318572998,10.108229637145996,4.181960105895996,6.322995662689209,13.698569297790527,7.338344573974609,3.7256522178649902,2.9912249033259286e-07,8.859127044677734,3.416551351547241,8.30408000946045,13.095362663269043,11.393077850341797,8.326982498168945,9.683497428894043,7.008434772491455,6.195492267608643,8.63791275024414,7.367197513580322,5.447019100189209,6.489006042480469,7.810797214508057,3.927342176437378,6.530731678009033,6.350650310516357,10.515236854553223,3.7578136920928955,9.51518440246582,9.933094024658203,10.093587875366211,6.031464576721191,6.368450164794922,3.973428249359131,5.877429962158203,6.1631293296813965,10.75898551940918,14.248311996459961,12.12486743927002,9.078964233398438,4.3470282554626465,8.353650093078613,10.725568771362305
1jj2_b,10.117125511169434,10.173565864562988,8.610912322998047,6.132853984832764,4.224061965942383,14.84203052520752,13.13597583770752,4.953205585479736,5.466669082641602,4.565724849700928,9.034737586975098,6.2156596183776855,7.083672523498535,3.2516679763793945,9.317670822143555,11.015541076660156,10.89184284210205,11.080815315246582,10.808448791503906,7.150298118591309,10.341352462768555,6.101168155670166,10.8184232711792,4.267519950866699,8.782129287719727,12.74010944366455,5.906886577606201,9.171416282653809,4.746603965759277,10.7824125289917,12.832629203796387,6.1119608879089355,5.015824794769287,11.167362213134766,13.37052059173584,5.212411880493164,6.576671123504639,8.859127044677734,5.986113933431625e-07,9.644658088684082,10.666129112243652,4.089878559112549,5.21685791015625,8.492256164550781,5.1867475509643555,8.269898414611816,11.005563735961914,11.460648536682129,3.5024232864379883,8.098204612731934,3.7811005115509033,2.4813287258148193,6.033426284790039,4.757805824279785,9.080885887145996,7.1947550773620605,2.9323577880859375,6.073298454284668,8.776510238647461,5.31015157699585,10.539156913757324,8.09239673614502,11.630569458007812,5.372038841247559,8.921516418457031,6.098489284515381,4.813215732574463,13.22538948059082,5.441890716552734,7.073474884033203,8.40260124206543,8.187085151672363
1ag2_a,4.448159694671631,8.654314041137695,6.652769088745117,13.792140007019043,14.76323413848877,9.65542221069336,11.883183479309082,8.652168273925781,8.940391540527344,5.190440654754639,12.427351951599121,10.713298797607422,4.778400421142578,3.771787643432617,9.276494979858398,8.715218544006348,11.062325477600098,3.825972318649292,3.392775058746338,7.484597206115723,5.016824722290039,5.082858562469482,9.812054634094238,8.551665306091309,9.922971725463867,12.615861892700195,9.041951179504395,4.288296222686768,5.602179050445557,2.875244379043579,12.592097282409668,15.88589859008789,5.499663352966309,9.653056144714355,14.420454978942871,10.482251167297363,8.644179344177246,3.416551113128662,9.644659042358398,4.452431028312276e-07,4.751870632171631,12.89034366607666,6.592837810516357,7.944639682769775,7.2296037673950195,9.300548553466797,13.159449577331543,9.89038372039795,9.952115058898926,11.797931671142578,4.6595354080200195,3.133265972137451,4.364994525909424,12.23620891571045,10.298882484436035,4.775369167327881,7.426131248474121,10.461578369140625,5.488733768463135,2.358879327774048,6.163825511932373,5.256048679351807,11.837406158447266,12.760736465454102,9.419323921203613,7.088632583618164,9.154191017150879,15.409372329711914,5.232997894287109,10.646108627319336,6.292642593383789,8.64939022064209
2z1a_a,7.821472644805908,8.13551139831543,6.360726833343506,7.120708465576172,4.405117034912109,8.304883003234863,5.6086249351501465,6.115954399108887,8.154152870178223,10.225543975830078,7.109646320343018,6.8223772048950195,5.030138969421387,4.361739158630371,7.518622398376465,8.449317932128906,9.054966926574707,8.64599609375,10.82226276397705,11.311422348022461,5.908304691314697,5.596874237060547,8.828283309936523,4.312653541564941,6.968742847442627,9.177329063415527,4.883029460906982,4.291610240936279,6.7129106521606445,10.096952438354492,8.349952697753906,13.803451538085938,10.02950382232666,4.8960862159729,9.408282279968262,7.843910217285156,7.484437465667725,8.30408000946045,10.666129112243652,4.751870632171631,6.195646733431204e-07,8.573261260986328,5.7983479499816895,6.689220905303955,9.306008338928223,5.482823848724365,8.582450866699219,10.492809295654297,5.190542221069336,7.969353675842285,6.221402168273926,6.958792686462402,8.382863998413086,4.589703559875488,4.322983741760254,8.248801231384277,7.991084098815918,4.59828519821167,5.004782199859619,6.075335502624512,6.069249629974365,4.5543212890625,9.584322929382324,5.018406391143799,8.442229270935059,5.009816646575928,7.024256229400635,11.804771423339844,4.594738483428955,8.288253784179688,6.326861381530762,7.89119291305542
3n1a_a,10.906261444091797,7.7801737785339355,5.39768123626709,13.598484992980957,2.1807444095611572,7.545175552368164,8.028522491455078,5.3505120277404785,12.92507553100586,7.884544372558594,7.097254276275635,11.482194900512695,11.770489692687988,9.141451835632324,6.705106735229492,3.417787551879883,4.734737873077393,14.956718444824219,3.7511563301086426,8.62828254699707,6.216664791107178,10.91256332397461,7.508411407470703,3.33434796333313,4.183770179748535,5.621058464050293,8.59960651397705,6.370378494262695,2.7745721340179443,4.0742106437683105,11.666906356811523,5.639237880706787,9.354085922241211,10.163009643554688,3.1934814453125,9.996516227722168,10.216568946838379,13.095362663269043,4.089878559112549,12.89034366607666,8.573261260986328,3.940504882393725e-07,9.49958610534668,4.1370134353637695,10.144222259521484,4.390731334686279,7.790768146514893,9.329874992370605,3.957176685333252,5.623661994934082,7.3688225746154785,12.989618301391602,5.013498783111572,5.555116176605225,5.136423587799072,9.55508041381836,10.7638578414917,7.307997226715088,3.7792210578918457,12.040057182312012,5.433487415313721,5.261960506439209,6.114337921142578,13.635887145996094,4.649109363555908,8.301918983459473,12.387947082519531,4.6431779861450195,8.294024467468262,8.94375991821289,5.655832767486572,7.200537204742432
